meal_id;nome;ativa;tipo de problema;descricao;gravidade;decisao
meal_171;Suco Verde Detox Intenso;não;Adjetivos Vazios;Usa adjetivos de marketing que não descrevem a comida: detox.;Baixa;
meal_197;Prato Feito Turbinado (Ovo e Fritas);não;Adjetivos Vazios;Usa adjetivos de marketing que não descrevem a comida: turbinado.;Baixa;
meal_110;Peito de Peru com Salada Quente de Quinoa;não;Comprimento Inadequado;Nome longo demais (8 palavras, 41 caracteres). Dificulta leitura em lista no app.;Baixa;
meal_012;Prato Feito (Arroz, Feijão e Bife);não;Inconsistência de Padrão;Usa parênteses no nome, quebrando o padrão limpo de leitura.;Baixa;
meal_030;Batido Verde (Green Smoothie);não;Inconsistência de Padrão;Usa parênteses no nome, quebrando o padrão limpo de leitura.;Baixa;
meal_080;Macarrão Konjac (Shirataki) ao Molho Shoyu;não;Inconsistência de Padrão;Usa parênteses no nome, quebrando o padrão limpo de leitura.;Baixa;
meal_086;Pizza de Berinjela (Low Carb);não;Inconsistência de Padrão;Usa parênteses no nome, quebrando o padrão limpo de leitura.;Baixa;
meal_088;Batata Frita Rústica no Forno (Ar Frito);não;Inconsistência de Padrão;Usa parênteses no nome, quebrando o padrão limpo de leitura.;Baixa;
meal_090;Sushi Bowl (Desconstruído);não;Inconsistência de Padrão;Usa parênteses no nome, quebrando o padrão limpo de leitura.;Baixa;
meal_152;Bowl Proteico Vegano (Quinoa e Tofu);não;Inconsistência de Padrão;Usa parênteses no nome, quebrando o padrão limpo de leitura.;Baixa;
meal_155;Salada de Batata e Ovo (Maionese Fit);não;Inconsistência de Padrão;Usa parênteses no nome, quebrando o padrão limpo de leitura.;Baixa;
meal_159;Burrito Bowl (Sem Massa);não;Inconsistência de Padrão;Usa parênteses no nome, quebrando o padrão limpo de leitura.;Baixa;
meal_184;Mingau de Maizena (Amido de Milho);não;Inconsistência de Padrão;Usa parênteses no nome, quebrando o padrão limpo de leitura.;Baixa;
meal_197;Prato Feito Turbinado (Ovo e Fritas);não;Inconsistência de Padrão;Usa parênteses no nome, quebrando o padrão limpo de leitura.;Baixa;
meal_011;Frango com Batata Doce e Brócolis;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_001] Arroz integral cozido - 100.0g) é ignorado no nome.;Baixa;
meal_011;Frango com Batata Doce e Brócolis;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_017] Farinha de trigo - 100.0g) é ignorado no nome.;Baixa;
meal_012;Prato Feito (Arroz, Feijão e Bife);não;Omissão de Conteúdo;Ingrediente base/pesado ([food_002] Batata doce cozida - 100.0g) é ignorado no nome.;Baixa;
meal_012;Prato Feito (Arroz, Feijão e Bife);não;Omissão de Conteúdo;Ingrediente base/pesado ([food_003] Macarrão cozido - 100.0g) é ignorado no nome.;Baixa;
meal_013;Bacalhau com Batata e Ovo;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_005] Pão integral - 100.0g) é ignorado no nome.;Baixa;
meal_014;Macarrão à Bolonhesa Saudável;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_380] Molho de tomate caseiro - 100.0g) é ignorado no nome.;Baixa;
meal_014;Macarrão à Bolonhesa Saudável;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_008] Quinoa cozida - 150.0g) é ignorado no nome.;Baixa;
meal_015;Strogonoff de Frango com Arroz;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_002] Batata doce cozida - 100.0g) é ignorado no nome.;Baixa;
meal_017;Salmão Assado com Quinoa e Cenoura;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_009] Cuscuz de milho cozido - 100.0g) é ignorado no nome.;Baixa;
meal_017;Salmão Assado com Quinoa e Cenoura;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_166] Peixe (salmão) - 150.0g) é ignorado no nome.;Baixa;
meal_017;Salmão Assado com Quinoa e Cenoura;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_018] Polenta cozida - 100.0g) é ignorado no nome.;Baixa;
meal_020;Tofu Defumado com Arroz Integral;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_017] Farinha de trigo - 100.0g) é ignorado no nome.;Baixa;
meal_020;Tofu Defumado com Arroz Integral;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_007] Milho cozido - 100.0g) é ignorado no nome.;Baixa;
meal_023;Iogurte com Chia e Maçã;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_085] Laranja - 100.0g) é ignorado no nome.;Baixa;
meal_030;Batido Verde (Green Smoothie);não;Omissão de Conteúdo;Ingrediente base/pesado ([food_085] Laranja - 100.0g) é ignorado no nome.;Baixa;
meal_034;Sopa de Legumes e Feijão;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_003] Macarrão cozido - 100.0g) é ignorado no nome.;Baixa;
meal_035;Filé de Pescada com Brócolis;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_017] Farinha de trigo - 100.0g) é ignorado no nome.;Baixa;
meal_036;Salada Refrescante de Quinoa e Atum;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_009] Cuscuz de milho cozido - 100.0g) é ignorado no nome.;Baixa;
meal_037;Carne Moída com Purê de Batata Doce;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_001] Arroz integral cozido - 100.0g) é ignorado no nome.;Baixa;
meal_038;Espaguete de Abobrinha com Pesto e Frango;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_020] Arroz parboilizado cozido - 200.0g) é ignorado no nome.;Baixa;
meal_039;Creme de Espinafre com Tofu Defumado;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_024] Araruta cozida - 100.0g) é ignorado no nome.;Baixa;
meal_055;Crepe Verde de Espinafre;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_165] Ovo cozido - 100.0g) é ignorado no nome.;Baixa;
meal_062;Bowl de Salmão e Abacate;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_007] Milho cozido - 100.0g) é ignorado no nome.;Baixa;
meal_062;Bowl de Salmão e Abacate;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_166] Peixe (salmão) - 100.0g) é ignorado no nome.;Baixa;
meal_065;Escondidinho de Batata Doce e Carne;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_001] Arroz integral cozido - 150.0g) é ignorado no nome.;Baixa;
meal_066;Massa Integral com Pesto e Tomate;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_037] Alface - 100.0g) é ignorado no nome.;Baixa;
meal_066;Massa Integral com Pesto e Tomate;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_008] Quinoa cozida - 100.0g) é ignorado no nome.;Baixa;
meal_067;Peito de Frango com Feijão e Quinoa;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_009] Cuscuz de milho cozido - 100.0g) é ignorado no nome.;Baixa;
meal_067;Peito de Frango com Feijão e Quinoa;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_003] Macarrão cozido - 100.0g) é ignorado no nome.;Baixa;
meal_069;Lasanha de Abobrinha com Carne;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_020] Arroz parboilizado cozido - 200.0g) é ignorado no nome.;Baixa;
meal_071;Sopa Creme de Mandioca e Frango;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_012] Farinha de aveia - 100.0g) é ignorado no nome.;Baixa;
meal_074;Sopa de Tomate Rústica;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_037] Alface - 200.0g) é ignorado no nome.;Baixa;
meal_075;Peixe Assado no Papelote com Cenoura;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_018] Polenta cozida - 100.0g) é ignorado no nome.;Baixa;
meal_076;Salada Refrescante de Melancia e Feta;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_082] Abacaxi - 200.0g) é ignorado no nome.;Baixa;
meal_077;Charuto de Repolho com Carne Moída;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_023] Trigo sarraceno cozido - 100.0g) é ignorado no nome.;Baixa;
meal_078;Creme de Brócolis e Queijo;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_017] Farinha de trigo - 150.0g) é ignorado no nome.;Baixa;
meal_083;Coxinha Fit de Batata Doce;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_001] Arroz integral cozido - 100.0g) é ignorado no nome.;Baixa;
meal_086;Pizza de Berinjela (Low Carb);não;Omissão de Conteúdo;Ingrediente base/pesado ([food_026] Batata baroa (mandioquinha) cozida - 100.0g) é ignorado no nome.;Baixa;
meal_088;Batata Frita Rústica no Forno (Ar Frito);não;Omissão de Conteúdo;Ingrediente base/pesado ([food_005] Pão integral - 150.0g) é ignorado no nome.;Baixa;
meal_090;Sushi Bowl (Desconstruído);não;Omissão de Conteúdo;Ingrediente base/pesado ([food_002] Batata doce cozida - 100.0g) é ignorado no nome.;Baixa;
meal_099;Salada Rápida de Feijão Fradinho;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_160] Lentilha comum cozida - 100.0g) é ignorado no nome.;Baixa;
meal_101;Bife a Cavalo com Batata Doce;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_001] Arroz integral cozido - 150.0g) é ignorado no nome.;Baixa;
meal_102;Frango ao Curry com Leite de Coco;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_017] Farinha de trigo - 100.0g) é ignorado no nome.;Baixa;
meal_104;Picadinho de Carne com Legumes;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_005] Pão integral - 100.0g) é ignorado no nome.;Baixa;
meal_105;Espetinho de Frango e Pimentão;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_022] Cevada em grãos cozida - 100.0g) é ignorado no nome.;Baixa;
meal_106;Carne de Panela com Mandioca;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_012] Farinha de aveia - 100.0g) é ignorado no nome.;Baixa;
meal_106;Carne de Panela com Mandioca;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_180] Músculo bovino cozido - 150.0g) é ignorado no nome.;Baixa;
meal_109;Iscas de Mignon com Shoyu e Brócolis;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_017] Farinha de trigo - 100.0g) é ignorado no nome.;Baixa;
meal_110;Peito de Peru com Salada Quente de Quinoa;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_009] Cuscuz de milho cozido - 100.0g) é ignorado no nome.;Baixa;
meal_111;Salmão Grelhado com Aspargos;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_024] Araruta cozida - 100.0g) é ignorado no nome.;Baixa;
meal_111;Salmão Grelhado com Aspargos;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_166] Peixe (salmão) - 150.0g) é ignorado no nome.;Baixa;
meal_112;Moqueca Leve de Cação e Banana-da-Terra;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_080] Maçã - 100.0g) é ignorado no nome.;Baixa;
meal_113;Macarrão com Camarão e Alho;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_008] Quinoa cozida - 100.0g) é ignorado no nome.;Baixa;
meal_115;Arroz de Couve-Flor com Polvo;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_021] Batata inglesa cozida - 150.0g) é ignorado no nome.;Baixa;
meal_116;Lentilha Estufada com Cogumelos;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_011] Inhame cozido - 150.0g) é ignorado no nome.;Baixa;
meal_116;Lentilha Estufada com Cogumelos;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_025] Pipoca (sem óleo, sem sal) - 100.0g) é ignorado no nome.;Baixa;
meal_117;Risoto Falso de Quinoa e Funghi;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_009] Cuscuz de milho cozido - 100.0g) é ignorado no nome.;Baixa;
meal_124;Panqueca de Batata Doce;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_001] Arroz integral cozido - 100.0g) é ignorado no nome.;Baixa;
meal_132;Frango Grelhado com Salada de Grão;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_161] Grão-de-bico cozido - 100.0g) é ignorado no nome.;Baixa;
meal_133;Macarrão com Sardinha e Molho de Tomate;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_008] Quinoa cozida - 100.0g) é ignorado no nome.;Baixa;
meal_134;Bife Acebolado com Mandioca Cozida;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_012] Farinha de aveia - 100.0g) é ignorado no nome.;Baixa;
meal_135;Risoto Falso de Frango e Couve-flor;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_021] Batata inglesa cozida - 150.0g) é ignorado no nome.;Baixa;
meal_139;Salada Caesar com Salmão;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_166] Peixe (salmão) - 120.0g) é ignorado no nome.;Baixa;
meal_145;Tofu Assado com Brócolis;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_017] Farinha de trigo - 100.0g) é ignorado no nome.;Baixa;
meal_149;Sopa Detox de Couve;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_023] Trigo sarraceno cozido - 150.0g) é ignorado no nome.;Baixa;
meal_152;Bowl Proteico Vegano (Quinoa e Tofu);não;Omissão de Conteúdo;Ingrediente base/pesado ([food_009] Cuscuz de milho cozido - 100.0g) é ignorado no nome.;Baixa;
meal_153;Strogonoff de Cogumelos;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_025] Pipoca (sem óleo, sem sal) - 150.0g) é ignorado no nome.;Baixa;
meal_155;Salada de Batata e Ovo (Maionese Fit);não;Omissão de Conteúdo;Ingrediente base/pesado ([food_005] Pão integral - 150.0g) é ignorado no nome.;Baixa;
meal_157;Frango Grelhado com Abobrinha;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_020] Arroz parboilizado cozido - 100.0g) é ignorado no nome.;Baixa;
meal_158;Bife de Patinho com Arroz Integral;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_007] Milho cozido - 100.0g) é ignorado no nome.;Baixa;
meal_159;Burrito Bowl (Sem Massa);não;Omissão de Conteúdo;Ingrediente base/pesado ([food_002] Batata doce cozida - 100.0g) é ignorado no nome.;Baixa;
meal_167;Ovo Cozido com Batata Doce Amassada;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_001] Arroz integral cozido - 150.0g) é ignorado no nome.;Baixa;
meal_169;Salada Rápida de Cenoura e Ovo;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_018] Polenta cozida - 100.0g) é ignorado no nome.;Baixa;
meal_175;Vitamina de Aveia e Maçã;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_085] Laranja - 100.0g) é ignorado no nome.;Baixa;
meal_181;Frango Desfiado com Purê de Mandioca;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_012] Farinha de aveia - 150.0g) é ignorado no nome.;Baixa;
meal_182;Sopa Clara de Cenoura e Batata;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_005] Pão integral - 100.0g) é ignorado no nome.;Baixa;
meal_182;Sopa Clara de Cenoura e Batata;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_018] Polenta cozida - 100.0g) é ignorado no nome.;Baixa;
meal_183;Arroz Branco com Ovos Cozidos;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_002] Batata doce cozida - 150.0g) é ignorado no nome.;Baixa;
meal_189;Salada Morna de Quinoa;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_009] Cuscuz de milho cozido - 150.0g) é ignorado no nome.;Baixa;
meal_190;Ovos Escalfados com Batata;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_005] Pão integral - 150.0g) é ignorado no nome.;Baixa;
meal_195;Espaguete à Bolonhesa com Parmesão;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_380] Molho de tomate caseiro - 100.0g) é ignorado no nome.;Baixa;
meal_195;Espaguete à Bolonhesa com Parmesão;não;Omissão de Conteúdo;Ingrediente base/pesado ([food_008] Quinoa cozida - 150.0g) é ignorado no nome.;Baixa;
meal_197;Prato Feito Turbinado (Ovo e Fritas);não;Omissão de Conteúdo;Ingrediente base/pesado ([food_309] Contrafilé grelhado - 100.0g) é ignorado no nome.;Baixa;
meal_197;Prato Feito Turbinado (Ovo e Fritas);não;Omissão de Conteúdo;Ingrediente base/pesado ([food_003] Macarrão cozido - 100.0g) é ignorado no nome.;Baixa;
meal_011;Frango com Batata Doce e Brócolis;não;Promessa Falsa;O nome promete 'batata doce', mas este ingrediente não consta na receita.;Alta;
meal_011;Frango com Batata Doce e Brócolis;não;Promessa Falsa;O nome promete 'brócolis', mas este ingrediente não consta na receita.;Alta;
meal_012;Prato Feito (Arroz, Feijão e Bife);não;Promessa Falsa;O nome promete 'arroz', mas este ingrediente não consta na receita.;Alta;
meal_012;Prato Feito (Arroz, Feijão e Bife);não;Promessa Falsa;O nome promete 'feijão', mas este ingrediente não consta na receita.;Alta;
meal_013;Bacalhau com Batata e Ovo;não;Promessa Falsa;O nome promete 'batata', mas este ingrediente não consta na receita.;Alta;
meal_014;Macarrão à Bolonhesa Saudável;não;Promessa Falsa;O nome promete 'macarrão', mas este ingrediente não consta na receita.;Alta;
meal_015;Strogonoff de Frango com Arroz;não;Promessa Falsa;O nome promete 'arroz', mas este ingrediente não consta na receita.;Alta;
meal_017;Salmão Assado com Quinoa e Cenoura;não;Promessa Falsa;O nome promete 'cenoura', mas este ingrediente não consta na receita.;Alta;
meal_017;Salmão Assado com Quinoa e Cenoura;não;Promessa Falsa;O nome promete 'quinoa', mas este ingrediente não consta na receita.;Alta;
meal_019;Omelete de Espinafre e Tomate Seco;não;Promessa Falsa;O nome promete 'espinafre', mas este ingrediente não consta na receita.;Alta;
meal_020;Tofu Defumado com Arroz Integral;não;Promessa Falsa;O nome promete 'arroz', mas este ingrediente não consta na receita.;Alta;
meal_023;Iogurte com Chia e Maçã;não;Promessa Falsa;O nome promete 'maçã', mas este ingrediente não consta na receita.;Alta;
meal_032;Omelete de Queijo Minas e Tomate;não;Promessa Falsa;O nome promete 'tomate', mas este ingrediente não consta na receita.;Alta;
meal_034;Sopa de Legumes e Feijão;não;Promessa Falsa;O nome promete 'feijão', mas este ingrediente não consta na receita.;Alta;
meal_035;Filé de Pescada com Brócolis;não;Promessa Falsa;O nome promete 'brócolis', mas este ingrediente não consta na receita.;Alta;
meal_036;Salada Refrescante de Quinoa e Atum;não;Promessa Falsa;O nome promete 'quinoa', mas este ingrediente não consta na receita.;Alta;
meal_037;Carne Moída com Purê de Batata Doce;não;Promessa Falsa;O nome promete 'batata doce', mas este ingrediente não consta na receita.;Alta;
meal_038;Espaguete de Abobrinha com Pesto e Frango;não;Promessa Falsa;O nome promete 'abobrinha', mas este ingrediente não consta na receita.;Alta;
meal_039;Creme de Espinafre com Tofu Defumado;não;Promessa Falsa;O nome promete 'espinafre', mas este ingrediente não consta na receita.;Alta;
meal_045;Patê de Atum com Cenoura;não;Promessa Falsa;O nome promete 'cenoura', mas este ingrediente não consta na receita.;Alta;
meal_047;Mingau de Quinoa com Maçã e Canela;não;Promessa Falsa;O nome promete 'quinoa', mas este ingrediente não consta na receita.;Alta;
meal_047;Mingau de Quinoa com Maçã e Canela;não;Promessa Falsa;O nome promete 'maçã', mas este ingrediente não consta na receita.;Alta;
meal_055;Crepe Verde de Espinafre;não;Promessa Falsa;O nome promete 'espinafre', mas este ingrediente não consta na receita.;Alta;
meal_058;Bruschetta Saudável de Tomate;não;Promessa Falsa;O nome promete 'tomate', mas este ingrediente não consta na receita.;Alta;
meal_065;Escondidinho de Batata Doce e Carne;não;Promessa Falsa;O nome promete 'batata doce', mas este ingrediente não consta na receita.;Alta;
meal_066;Massa Integral com Pesto e Tomate;não;Promessa Falsa;O nome promete 'tomate', mas este ingrediente não consta na receita.;Alta;
meal_067;Peito de Frango com Feijão e Quinoa;não;Promessa Falsa;O nome promete 'quinoa', mas este ingrediente não consta na receita.;Alta;
meal_067;Peito de Frango com Feijão e Quinoa;não;Promessa Falsa;O nome promete 'feijão', mas este ingrediente não consta na receita.;Alta;
meal_069;Lasanha de Abobrinha com Carne;não;Promessa Falsa;O nome promete 'abobrinha', mas este ingrediente não consta na receita.;Alta;
meal_071;Sopa Creme de Mandioca e Frango;não;Promessa Falsa;O nome promete 'mandioca', mas este ingrediente não consta na receita.;Alta;
meal_073;Omelete de Cogumelos e Espinafre;não;Promessa Falsa;O nome promete 'espinafre', mas este ingrediente não consta na receita.;Alta;
