meal_id;nome;ativa;tipo de problema;descricao;gravidade;decisao
meal_021;Sanduíche de Peru e Cottage;true;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_023;Iogurte com Chia e Maçã;false;Completude;Ingrediente(s) [laranja] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_026;Mingau Proteico de Cacau;true;Precisão utilizável;Instrução usa 'cozinhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_027;Torrada com Guacamole Caseiro;false;Completude;Ingrediente(s) [alface] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_030;Batido Verde (Green Smoothie);false;Completude;Ingrediente(s) [araruta cozida, laranja] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_031;Creme de Abóbora com Frango;true;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_032;Omelete de Queijo Minas e Tomate;false;Completude;Ingrediente(s) [alface] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_033;Salada Caesar Saudável com Frango;false;Completude;Ingrediente(s) [aipo (salsão)] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_034;Sopa de Legumes e Feijão;false;Completude;Ingrediente(s) [macarrão cozido, pão integral, polenta cozida] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_034;Sopa de Legumes e Feijão;false;Precisão utilizável;Instrução usa 'cozinhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_035;Filé de Pescada com Brócolis;false;Completude;Ingrediente(s) [farinha de trigo] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_035;Filé de Pescada com Brócolis;false;Precisão utilizável;Instrução usa 'grelhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_036;Salada Refrescante de Quinoa e Atum;false;Completude;Ingrediente(s) [alface, cuscuz de milho cozido] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_037;Carne Moída com Purê de Batata Doce;false;Completude;Ingrediente(s) [arroz integral cozido] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_038;Espaguete de Abobrinha com Pesto e Frango;false;Completude;Ingrediente(s) [arroz parboilizado cozido] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_038;Espaguete de Abobrinha com Pesto e Frango;false;Precisão utilizável;Instrução usa 'refogue' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_039;Creme de Espinafre com Tofu Defumado;false;Completude;Ingrediente(s) [araruta cozida] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_039;Creme de Espinafre com Tofu Defumado;false;Precisão utilizável;Instrução usa 'refogue' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_040;Wrap Rápido de Frango;true;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_045;Patê de Atum com Cenoura;false;Completude;Ingrediente(s) [polenta cozida] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_047;Mingau de Quinoa com Maçã e Canela;false;Completude;Ingrediente(s) [cuscuz de milho cozido, laranja] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_047;Mingau de Quinoa com Maçã e Canela;false;Precisão utilizável;Instrução usa 'cozinhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_048;Tofu Mexido com Cúrcuma;true;Precisão utilizável;Instrução usa 'refogue' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_048;Tofu Mexido com Cúrcuma;true;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_050;Shakshuka (Ovos no Molho de Tomate);true;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_052;Torrada com Guacamole e Ovo Quente;true;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_053;Proats (Mingau de Aveia com Whey);true;Precisão utilizável;Instrução usa 'cozinhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_055;Crepe Verde de Espinafre;false;Completude;Ingrediente(s) [araruta cozida] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_058;Bruschetta Saudável de Tomate;false;Completude;Ingrediente(s) [alface] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_058;Bruschetta Saudável de Tomate;false;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_061;Salada Caprese com Frango;false;Completude;Ingrediente(s) [aipo (salsão)] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_061;Salada Caprese com Frango;false;Precisão utilizável;Instrução usa 'grelhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_062;Bowl de Salmão e Abacate;false;Completude;Ingrediente(s) [milho cozido] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_062;Bowl de Salmão e Abacate;false;Precisão utilizável;Instrução usa 'asse' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_063;Cuscuz Marroquino com Grão-de-Bico;true;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_064;Bife de Alcatra com Purê de Batata;true;Ordem e clareza;A instrução inverte a ordem lógica: pede para cozinhar/assar/misturar DEPOIS de orientar a servir o prato.;Alta;
meal_064;Bife de Alcatra com Purê de Batata;true;Precisão utilizável;Instrução usa 'grelhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_065;Escondidinho de Batata Doce e Carne;false;Completude;Ingrediente(s) [arroz integral cozido] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_066;Massa Integral com Pesto e Tomate;false;Completude;Ingrediente(s) [alface, quinoa cozida] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_066;Massa Integral com Pesto e Tomate;false;Precisão utilizável;Instrução usa 'cozinhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_067;Peito de Frango com Feijão e Quinoa;false;Completude;Ingrediente(s) [cuscuz de milho cozido, macarrão cozido] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_067;Peito de Frango com Feijão e Quinoa;false;Precisão utilizável;Instrução usa 'refogue' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_068;Strogonoff Vegano de Grão-de-Bico;true;Completude;Ingrediente(s) [batata doce cozida] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_068;Strogonoff Vegano de Grão-de-Bico;true;Precisão utilizável;Instrução usa 'refogue' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_069;Lasanha de Abobrinha com Carne;false;Completude;Ingrediente(s) [arroz parboilizado cozido] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_069;Lasanha de Abobrinha com Carne;false;Precisão utilizável;Instrução usa 'asse' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_070;Nuggets Vegetais com Purê de Batata;true;Ordem e clareza;A instrução inverte a ordem lógica: pede para cozinhar/assar/misturar DEPOIS de orientar a servir o prato.;Alta;
meal_070;Nuggets Vegetais com Purê de Batata;true;Precisão utilizável;Instrução usa 'asse' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_071;Sopa Creme de Mandioca e Frango;false;Completude;Ingrediente(s) [farinha de aveia] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_072;Taco Low-Carb de Alface;false;Completude;Ingrediente(s) [aipo (salsão)] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_073;Omelete de Cogumelos e Espinafre;false;Completude;Ingrediente(s) [araruta cozida, pipoca (sem óleo, sem sal)] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_073;Omelete de Cogumelos e Espinafre;false;Precisão utilizável;Instrução usa 'refogue' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_074;Sopa de Tomate Rústica;false;Completude;Ingrediente(s) [alface] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_074;Sopa de Tomate Rústica;false;Precisão utilizável;Instrução usa 'asse' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_075;Peixe Assado no Papelote com Cenoura;false;Completude;Ingrediente(s) [polenta cozida] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_075;Peixe Assado no Papelote com Cenoura;false;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_076;Salada Refrescante de Melancia e Feta;false;Completude;Ingrediente(s) [abacaxi] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_077;Charuto de Repolho com Carne Moída;false;Completude;Ingrediente(s) [trigo sarraceno cozido] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_077;Charuto de Repolho com Carne Moída;false;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_078;Creme de Brócolis e Queijo;false;Completude;Ingrediente(s) [farinha de trigo] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_078;Creme de Brócolis e Queijo;false;Precisão utilizável;Instrução usa 'cozinhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_079;Hambúrguer de Atum Sem Pão;false;Completude;Ingrediente(s) [aipo (salsão)] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_079;Hambúrguer de Atum Sem Pão;false;Precisão utilizável;Instrução usa 'grelhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_080;Macarrão Konjac (Shirataki) ao Molho Shoyu;false;Completude;Ingrediente(s) [pipoca (sem óleo, sem sal)] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_080;Macarrão Konjac (Shirataki) ao Molho Shoyu;false;Precisão utilizável;Instrução usa 'refogue' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_082;Hambúrguer Caseiro Magro;true;Precisão utilizável;Instrução usa 'grelhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_082;Hambúrguer Caseiro Magro;true;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_083;Coxinha Fit de Batata Doce;false;Completude;Ingrediente(s) [arroz integral cozido] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_083;Coxinha Fit de Batata Doce;false;Precisão utilizável;Instrução usa 'asse' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_083;Coxinha Fit de Batata Doce;false;Viabilidade prática;Exige 30 minutos de preparo, tempo muito longo para um lanche.;Média;
meal_083;Coxinha Fit de Batata Doce;false;Viabilidade prática;Requer uso de forno convencional para um lanche/café da manhã, o que é pouco prático no dia a dia.;Baixa;
meal_085;Sorvete Caseiro de Banana e Morango;true;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_086;Pizza de Berinjela (Low Carb);false;Completude;Ingrediente(s) [batata baroa (mandioquinha) cozida] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_086;Pizza de Berinjela (Low Carb);false;Viabilidade prática;Requer uso de forno convencional para um lanche/café da manhã, o que é pouco prático no dia a dia.;Baixa;
meal_088;Batata Frita Rústica no Forno (Ar Frito);false;Completude;Ingrediente(s) [pão integral] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_088;Batata Frita Rústica no Forno (Ar Frito);false;Precisão utilizável;Instrução usa 'asse' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_088;Batata Frita Rústica no Forno (Ar Frito);false;Viabilidade prática;Exige 30 minutos de preparo, tempo muito longo para um lanche.;Média;
meal_088;Batata Frita Rústica no Forno (Ar Frito);false;Viabilidade prática;Requer uso de forno convencional para um lanche/café da manhã, o que é pouco prático no dia a dia.;Baixa;
meal_089;Pipoca Feita na Água;false;Completude;Ingrediente(s) [pão francês] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_090;Sushi Bowl (Desconstruído);false;Completude;Ingrediente(s) [araruta cozida, batata doce cozida] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_093;Salada Caprese Expresso;false;Completude;Ingrediente(s) [alface] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_096;Leite com Cacau e Canela;true;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_098;Wrap Doce de Pasta de Amendoim;false;Completude;Ingrediente(s) [laranja] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_098;Wrap Doce de Pasta de Amendoim;false;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_099;Salada Rápida de Feijão Fradinho;false;Completude;Ingrediente(s) [alface, lentilha comum cozida] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_101;Bife a Cavalo com Batata Doce;false;Completude;Ingrediente(s) [arroz integral cozido] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_101;Bife a Cavalo com Batata Doce;false;Ordem e clareza;A instrução inverte a ordem lógica: pede para cozinhar/assar/misturar DEPOIS de orientar a servir o prato.;Alta;
meal_101;Bife a Cavalo com Batata Doce;false;Precisão utilizável;Instrução usa 'grelhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_102;Frango ao Curry com Leite de Coco;false;Completude;Ingrediente(s) [farinha de trigo] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_103;Rolo de Carne Moída Recheado;true;Precisão utilizável;Instrução usa 'asse' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_104;Picadinho de Carne com Legumes;false;Completude;Ingrediente(s) [pão integral, polenta cozida] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_104;Picadinho de Carne com Legumes;false;Precisão utilizável;Instrução usa 'refogue' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_105;Espetinho de Frango e Pimentão;false;Completude;Ingrediente(s) [cevada em grãos cozida] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_105;Espetinho de Frango e Pimentão;false;Precisão utilizável;Instrução usa 'asse' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_106;Carne de Panela com Mandioca;false;Completude;Ingrediente(s) [alface, farinha de aveia] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_108;Almôndegas Caseiras de Patinho;true;Precisão utilizável;Instrução usa 'cozinhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_109;Iscas de Mignon com Shoyu e Brócolis;false;Completude;Ingrediente(s) [farinha de trigo] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_109;Iscas de Mignon com Shoyu e Brócolis;false;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_110;Peito de Peru com Salada Quente de Quinoa;false;Completude;Ingrediente(s) [cuscuz de milho cozido] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_110;Peito de Peru com Salada Quente de Quinoa;false;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_111;Salmão Grelhado com Aspargos;false;Completude;Ingrediente(s) [araruta cozida] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_111;Salmão Grelhado com Aspargos;false;Precisão utilizável;Instrução usa 'grelhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_112;Moqueca Leve de Cação e Banana-da-Terra;false;Completude;Ingrediente(s) [azeite de dendê (óleo de palma), cação cozido, maçã] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_113;Macarrão com Camarão e Alho;false;Completude;Ingrediente(s) [camarão grelhado, quinoa cozida] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_113;Macarrão com Camarão e Alho;false;Precisão utilizável;Instrução usa 'cozinhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_114;Tilápia Empanada na Aveia;true;Precisão utilizável;Instrução usa 'asse' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_114;Tilápia Empanada na Aveia;true;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_115;Arroz de Couve-Flor com Polvo;false;Completude;Ingrediente(s) [batata inglesa cozida] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_115;Arroz de Couve-Flor com Polvo;false;Precisão utilizável;Instrução usa 'refogue' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_115;Arroz de Couve-Flor com Polvo;false;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_116;Lentilha Estufada com Cogumelos;false;Completude;Ingrediente(s) [inhame cozido, pipoca (sem óleo, sem sal)] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_117;Risoto Falso de Quinoa e Funghi;false;Completude;Ingrediente(s) [cuscuz de milho cozido, pipoca (sem óleo, sem sal)] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_117;Risoto Falso de Quinoa e Funghi;false;Precisão utilizável;Instrução usa 'cozinhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_118;Escondidinho Vegano de Grão-de-Bico;true;Completude;Ingrediente(s) [azeite de oliva extravirgem] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_119;Salada Reforçada de Feijão Preto;false;Completude;Ingrediente(s) [alface, cevada em grãos cozida] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_120;Wrap Integral de Falafel;true;Precisão utilizável;Instrução usa 'asse' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_121;Pão de Queijo com Peito de Peru;true;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_122;Mingau de Aveia com Maçã e Canela;false;Completude;Ingrediente(s) [laranja] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_123;Omelete de Claras com Espinafre;false;Completude;Ingrediente(s) [araruta cozida, azeite de oliva extravirgem] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_123;Omelete de Claras com Espinafre;false;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_124;Panqueca de Batata Doce;false;Completude;Ingrediente(s) [arroz integral cozido] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_125;Iogurte Natural com Nozes e Mel;false;Completude;Ingrediente(s) [farinha de amêndoas] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_126;Tosta de Pasta de Amendoim e Banana;true;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_128;Smoothie Verde Energético;false;Completude;Ingrediente(s) [araruta cozida, laranja, leite de coco (bebida)] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_129;Crepioca de Ricota;true;Completude;Ingrediente(s) [ovo cozido, tapioca (goma preparada)] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_130;Ovos Mexidos com Bacon de Peru;true;Precisão utilizável;Instrução usa 'frite' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_130;Ovos Mexidos com Bacon de Peru;true;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_131;Strogonoff de Carne Saudável;true;Completude;Ingrediente(s) [batata doce cozida] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_131;Strogonoff de Carne Saudável;true;Precisão utilizável;Instrução usa 'refogue' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_132;Frango Grelhado com Salada de Grão;false;Completude;Ingrediente(s) [alface] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_132;Frango Grelhado com Salada de Grão;false;Precisão utilizável;Instrução usa 'grelhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_134;Bife Acebolado com Mandioca Cozida;false;Completude;Ingrediente(s) [azeite de oliva extravirgem, farinha de aveia] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_134;Bife Acebolado com Mandioca Cozida;false;Precisão utilizável;Instrução usa 'grelhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_135;Risoto Falso de Frango e Couve-flor;false;Completude;Ingrediente(s) [batata inglesa cozida] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_135;Risoto Falso de Frango e Couve-flor;false;Precisão utilizável;Instrução usa 'refogue' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_137;Feijoada Vegana (com Tofu Defumado);true;Completude;Ingrediente(s) [batata doce cozida] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_137;Feijoada Vegana (com Tofu Defumado);true;Precisão utilizável;Instrução usa 'cozinhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_139;Salada Caesar com Salmão;false;Completude;Ingrediente(s) [aipo (salsão)] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_139;Salada Caesar com Salmão;false;Precisão utilizável;Instrução usa 'grelhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_140;Omelete Recheada de Atum;false;Completude;Ingrediente(s) [alface, ovo cozido] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_142;Ceviche de Salmão Saudável;false;Completude;Ingrediente(s) [alface] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_142;Ceviche de Salmão Saudável;false;Precisão utilizável;Instrução usa 'cozinhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_142;Ceviche de Salmão Saudável;false;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_143;Sopa de Frango com Legumes;false;Completude;Ingrediente(s) [pão integral, polenta cozida] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_143;Sopa de Frango com Legumes;false;Precisão utilizável;Instrução usa 'cozinhe' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_144;Frango Desfiado com Purê de Abóbora;true;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
meal_145;Tofu Assado com Brócolis;false;Completude;Ingrediente(s) [farinha de trigo] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_145;Tofu Assado com Brócolis;false;Precisão utilizável;Instrução usa 'asse' mas não define tempo nem ponto de cozimento (ex: 'até dourar'). Inexecutável para leigos.;Alta;
meal_146;Wrap Leve de Queijo Branco;false;Completude;Ingrediente(s) [aipo (salsão)] listado(s) mas omitido(s) no modo de preparo.;Média;
meal_146;Wrap Leve de Queijo Branco;false;Consistência de estilo;O texto não inicia com verbo no imperativo nem passo numerado, quebrando o padrão de formato da plataforma.;Baixa;
