meal_plan_id,meal_plan_nome,dietary_preference,meals_per_day,day_order,refeicoes_do_dia,calorias_totais_dia,proteina_total_g,carboidrato_total_g,gordura_total_g
mp_002,Emagrecimento - 1600 kcal,omnivore,4,4,Café da manhã: Mingau de Aveia com Banana | Almoço: Bowl de Salmão e Abacate | Janta: Almôndegas Caseiras de Patinho | Lanche: Batata Frita com Queijo e Bacon,1791.6,93.2,166.3,83.7
mp_002,Emagrecimento - 1600 kcal,omnivore,4,5,Café da manhã: Mingau de Aveia com Banana | Almoço: Bowl de Salmão e Abacate | Janta: Almôndegas Caseiras de Patinho | Lanche: Batata Frita com Queijo e Bacon,1791.6,93.2,166.3,83.7
mp_002,Emagrecimento - 1600 kcal,omnivore,4,6,Café da manhã: Mingau de Aveia com Banana | Almoço: Bowl de Salmão e Abacate | Janta: Almôndegas Caseiras de Patinho | Lanche: Batata Frita com Queijo e Bacon,1791.6,93.2,166.3,83.7
mp_002,Emagrecimento - 1600 kcal,omnivore,4,7,Café da manhã: Mingau de Aveia com Banana | Almoço: Bowl de Salmão e Abacate | Janta: Almôndegas Caseiras de Patinho | Lanche: Batata Frita com Queijo e Bacon,1791.6,93.2,166.3,83.7
mp_003,Emagrecimento - 1800 kcal,omnivore,4,1,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Salada Rápida de Feijão Fradinho | Janta: Pizza de Calabresa em Casa | Lanche: Batata Frita com Queijo e Bacon,1823,82.5,207.3,68.9
mp_003,Emagrecimento - 1800 kcal,omnivore,4,2,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Salada Rápida de Feijão Fradinho | Janta: Pizza de Calabresa em Casa | Lanche: Batata Frita com Queijo e Bacon,1823,82.5,207.3,68.9
mp_003,Emagrecimento - 1800 kcal,omnivore,4,3,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Salada Rápida de Feijão Fradinho | Janta: Pizza de Calabresa em Casa | Lanche: Batata Frita com Queijo e Bacon,1823,82.5,207.3,68.9
mp_003,Emagrecimento - 1800 kcal,omnivore,4,4,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Salada Rápida de Feijão Fradinho | Janta: Pizza de Calabresa em Casa | Lanche: Batata Frita com Queijo e Bacon,1823,82.5,207.3,68.9
mp_003,Emagrecimento - 1800 kcal,omnivore,4,5,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Salada Rápida de Feijão Fradinho | Janta: Pizza de Calabresa em Casa | Lanche: Batata Frita com Queijo e Bacon,1823,82.5,207.3,68.9
mp_003,Emagrecimento - 1800 kcal,omnivore,4,6,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Salada Rápida de Feijão Fradinho | Janta: Pizza de Calabresa em Casa | Lanche: Batata Frita com Queijo e Bacon,1823,82.5,207.3,68.9
mp_003,Emagrecimento - 1800 kcal,omnivore,4,7,Café da manhã: Tapioca de Frango com Requeijão Light | Almoço: Salada Rápida de Feijão Fradinho | Janta: Pizza de Calabresa em Casa | Lanche: Batata Frita com Queijo e Bacon,1823,82.5,207.3,68.9
mp_004,Hipertrofia - 3200 kcal,omnivore,6,1,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Batata Frita com Queijo e Bacon | Almoço: Prato Feito Turbinado (Ovo e Fritas) | Lanche: Batido Hipercalórico (Mass Gainer Caseiro) | Janta: Almôndegas Caseiras de Patinho | Lanche: Tapioca Doce de Amendoim e Morango,2972,142.6,313.3,128.1
mp_004,Hipertrofia - 3200 kcal,omnivore,6,2,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Batata Frita com Queijo e Bacon | Almoço: Prato Feito Turbinado (Ovo e Fritas) | Lanche: Batido Hipercalórico (Mass Gainer Caseiro) | Janta: Almôndegas Caseiras de Patinho | Lanche: Tapioca Doce de Amendoim e Morango,2972,142.6,313.3,128.1
mp_004,Hipertrofia - 3200 kcal,omnivore,6,3,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Batata Frita com Queijo e Bacon | Almoço: Prato Feito Turbinado (Ovo e Fritas) | Lanche: Batido Hipercalórico (Mass Gainer Caseiro) | Janta: Almôndegas Caseiras de Patinho | Lanche: Tapioca Doce de Amendoim e Morango,2972,142.6,313.3,128.1
mp_004,Hipertrofia - 3200 kcal,omnivore,6,4,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Batata Frita com Queijo e Bacon | Almoço: Prato Feito Turbinado (Ovo e Fritas) | Lanche: Batido Hipercalórico (Mass Gainer Caseiro) | Janta: Almôndegas Caseiras de Patinho | Lanche: Tapioca Doce de Amendoim e Morango,2972,142.6,313.3,128.1
mp_004,Hipertrofia - 3200 kcal,omnivore,6,5,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Batata Frita com Queijo e Bacon | Almoço: Prato Feito Turbinado (Ovo e Fritas) | Lanche: Batido Hipercalórico (Mass Gainer Caseiro) | Janta: Almôndegas Caseiras de Patinho | Lanche: Tapioca Doce de Amendoim e Morango,2972,142.6,313.3,128.1
mp_004,Hipertrofia - 3200 kcal,omnivore,6,6,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Batata Frita com Queijo e Bacon | Almoço: Prato Feito Turbinado (Ovo e Fritas) | Lanche: Batido Hipercalórico (Mass Gainer Caseiro) | Janta: Almôndegas Caseiras de Patinho | Lanche: Tapioca Doce de Amendoim e Morango,2972,142.6,313.3,128.1
mp_004,Hipertrofia - 3200 kcal,omnivore,6,7,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Batata Frita com Queijo e Bacon | Almoço: Prato Feito Turbinado (Ovo e Fritas) | Lanche: Batido Hipercalórico (Mass Gainer Caseiro) | Janta: Almôndegas Caseiras de Patinho | Lanche: Tapioca Doce de Amendoim e Morango,2972,142.6,313.3,128.1
mp_005,Hipertrofia - 2500 kcal,omnivore,6,1,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Sanduíche de Pasta de Amendoim Quente | Almoço: Bife Acebolado com Mandioca Cozida | Lanche: Sanduíche de Pasta de Amendoim Quente | Janta: Wrap de Kebab de Carne | Lanche: Sanduíche de Pasta de Amendoim Quente,2322,112.6,250.3,99.5
mp_005,Hipertrofia - 2500 kcal,omnivore,6,2,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Sanduíche de Pasta de Amendoim Quente | Almoço: Bife Acebolado com Mandioca Cozida | Lanche: Sanduíche de Pasta de Amendoim Quente | Janta: Wrap de Kebab de Carne | Lanche: Sanduíche de Pasta de Amendoim Quente,2322,112.6,250.3,99.5
mp_005,Hipertrofia - 2500 kcal,omnivore,6,3,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Sanduíche de Pasta de Amendoim Quente | Almoço: Bife Acebolado com Mandioca Cozida | Lanche: Sanduíche de Pasta de Amendoim Quente | Janta: Wrap de Kebab de Carne | Lanche: Sanduíche de Pasta de Amendoim Quente,2322,112.6,250.3,99.5
mp_005,Hipertrofia - 2500 kcal,omnivore,6,4,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Sanduíche de Pasta de Amendoim Quente | Almoço: Bife Acebolado com Mandioca Cozida | Lanche: Sanduíche de Pasta de Amendoim Quente | Janta: Wrap de Kebab de Carne | Lanche: Sanduíche de Pasta de Amendoim Quente,2322,112.6,250.3,99.5
mp_005,Hipertrofia - 2500 kcal,omnivore,6,5,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Sanduíche de Pasta de Amendoim Quente | Almoço: Bife Acebolado com Mandioca Cozida | Lanche: Sanduíche de Pasta de Amendoim Quente | Janta: Wrap de Kebab de Carne | Lanche: Sanduíche de Pasta de Amendoim Quente,2322,112.6,250.3,99.5
mp_005,Hipertrofia - 2500 kcal,omnivore,6,6,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Sanduíche de Pasta de Amendoim Quente | Almoço: Bife Acebolado com Mandioca Cozida | Lanche: Sanduíche de Pasta de Amendoim Quente | Janta: Wrap de Kebab de Carne | Lanche: Sanduíche de Pasta de Amendoim Quente,2322,112.6,250.3,99.5
mp_005,Hipertrofia - 2500 kcal,omnivore,6,7,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Sanduíche de Pasta de Amendoim Quente | Almoço: Bife Acebolado com Mandioca Cozida | Lanche: Sanduíche de Pasta de Amendoim Quente | Janta: Wrap de Kebab de Carne | Lanche: Sanduíche de Pasta de Amendoim Quente,2322,112.6,250.3,99.5
mp_006,Emagrecimento - 2000 kcal,omnivore,5,1,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Tapioca Doce de Amendoim e Morango | Almoço: Strogonoff de Carne Saudável | Lanche: Tapioca Doce de Amendoim e Morango | Janta: Omelete de Queijo Minas e Tomate,1694,80.2,164.9,79.1
mp_006,Emagrecimento - 2000 kcal,omnivore,5,2,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Tapioca Doce de Amendoim e Morango | Almoço: Strogonoff de Carne Saudável | Lanche: Tapioca Doce de Amendoim e Morango | Janta: Omelete de Queijo Minas e Tomate,1694,80.2,164.9,79.1
mp_006,Emagrecimento - 2000 kcal,omnivore,5,3,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Tapioca Doce de Amendoim e Morango | Almoço: Strogonoff de Carne Saudável | Lanche: Tapioca Doce de Amendoim e Morango | Janta: Omelete de Queijo Minas e Tomate,1694,80.2,164.9,79.1
mp_006,Emagrecimento - 2000 kcal,omnivore,5,4,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Tapioca Doce de Amendoim e Morango | Almoço: Strogonoff de Carne Saudável | Lanche: Tapioca Doce de Amendoim e Morango | Janta: Omelete de Queijo Minas e Tomate,1694,80.2,164.9,79.1
mp_006,Emagrecimento - 2000 kcal,omnivore,5,5,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Tapioca Doce de Amendoim e Morango | Almoço: Strogonoff de Carne Saudável | Lanche: Tapioca Doce de Amendoim e Morango | Janta: Omelete de Queijo Minas e Tomate,1694,80.2,164.9,79.1
mp_006,Emagrecimento - 2000 kcal,omnivore,5,6,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Tapioca Doce de Amendoim e Morango | Almoço: Strogonoff de Carne Saudável | Lanche: Tapioca Doce de Amendoim e Morango | Janta: Omelete de Queijo Minas e Tomate,1694,80.2,164.9,79.1
mp_006,Emagrecimento - 2000 kcal,omnivore,5,7,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Tapioca Doce de Amendoim e Morango | Almoço: Strogonoff de Carne Saudável | Lanche: Tapioca Doce de Amendoim e Morango | Janta: Omelete de Queijo Minas e Tomate,1694,80.2,164.9,79.1
mp_007,Emagrecimento - 1200 kcal,omnivore,5,1,Café da manhã: Proats (Mingau de Aveia com Whey) | Lanche: Bolo de Chocolate de Microondas Fit | Almoço: Salada de Frango Rápida | Lanche: Bolo de Caneca Proteico | Janta: Sopa de Frango com Legumes,1209,120.5,89.5,37.5
mp_007,Emagrecimento - 1200 kcal,omnivore,5,2,Café da manhã: Proats (Mingau de Aveia com Whey) | Lanche: Bolo de Chocolate de Microondas Fit | Almoço: Salada de Frango Rápida | Lanche: Bolo de Caneca Proteico | Janta: Sopa de Frango com Legumes,1209,120.5,89.5,37.5
mp_007,Emagrecimento - 1200 kcal,omnivore,5,3,Café da manhã: Proats (Mingau de Aveia com Whey) | Lanche: Bolo de Chocolate de Microondas Fit | Almoço: Salada de Frango Rápida | Lanche: Bolo de Caneca Proteico | Janta: Sopa de Frango com Legumes,1209,120.5,89.5,37.5
mp_007,Emagrecimento - 1200 kcal,omnivore,5,4,Café da manhã: Proats (Mingau de Aveia com Whey) | Lanche: Bolo de Chocolate de Microondas Fit | Almoço: Salada de Frango Rápida | Lanche: Bolo de Caneca Proteico | Janta: Sopa de Frango com Legumes,1209,120.5,89.5,37.5
mp_007,Emagrecimento - 1200 kcal,omnivore,5,5,Café da manhã: Proats (Mingau de Aveia com Whey) | Lanche: Bolo de Chocolate de Microondas Fit | Almoço: Salada de Frango Rápida | Lanche: Bolo de Caneca Proteico | Janta: Sopa de Frango com Legumes,1209,120.5,89.5,37.5
mp_007,Emagrecimento - 1200 kcal,omnivore,5,6,Café da manhã: Proats (Mingau de Aveia com Whey) | Lanche: Bolo de Chocolate de Microondas Fit | Almoço: Salada de Frango Rápida | Lanche: Bolo de Caneca Proteico | Janta: Sopa de Frango com Legumes,1209,120.5,89.5,37.5
mp_007,Emagrecimento - 1200 kcal,omnivore,5,7,Café da manhã: Proats (Mingau de Aveia com Whey) | Lanche: Bolo de Chocolate de Microondas Fit | Almoço: Salada de Frango Rápida | Lanche: Bolo de Caneca Proteico | Janta: Sopa de Frango com Legumes,1209,120.5,89.5,37.5
mp_008,Manutenção - 2800 kcal,omnivore,5,1,"Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Nachos com Carne e Guacamole | Almoço: Prato Feito (Arroz, Feijão e Bife) | Lanche: Nachos com Carne e Guacamole | Janta: Pizza de Calabresa em Casa",2586,143.9,215.3,128.6
mp_008,Manutenção - 2800 kcal,omnivore,5,2,"Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Nachos com Carne e Guacamole | Almoço: Prato Feito (Arroz, Feijão e Bife) | Lanche: Nachos com Carne e Guacamole | Janta: Pizza de Calabresa em Casa",2586,143.9,215.3,128.6
mp_008,Manutenção - 2800 kcal,omnivore,5,3,"Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Nachos com Carne e Guacamole | Almoço: Prato Feito (Arroz, Feijão e Bife) | Lanche: Nachos com Carne e Guacamole | Janta: Pizza de Calabresa em Casa",2586,143.9,215.3,128.6
mp_008,Manutenção - 2800 kcal,omnivore,5,4,"Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Nachos com Carne e Guacamole | Almoço: Prato Feito (Arroz, Feijão e Bife) | Lanche: Nachos com Carne e Guacamole | Janta: Pizza de Calabresa em Casa",2586,143.9,215.3,128.6
mp_008,Manutenção - 2800 kcal,omnivore,5,5,"Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Nachos com Carne e Guacamole | Almoço: Prato Feito (Arroz, Feijão e Bife) | Lanche: Nachos com Carne e Guacamole | Janta: Pizza de Calabresa em Casa",2586,143.9,215.3,128.6
mp_008,Manutenção - 2800 kcal,omnivore,5,6,"Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Nachos com Carne e Guacamole | Almoço: Prato Feito (Arroz, Feijão e Bife) | Lanche: Nachos com Carne e Guacamole | Janta: Pizza de Calabresa em Casa",2586,143.9,215.3,128.6
mp_008,Manutenção - 2800 kcal,omnivore,5,7,"Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Nachos com Carne e Guacamole | Almoço: Prato Feito (Arroz, Feijão e Bife) | Lanche: Nachos com Carne e Guacamole | Janta: Pizza de Calabresa em Casa",2586,143.9,215.3,128.6
mp_009,Manutenção - 2500 kcal,omnivore,6,1,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Sanduíche de Pasta de Amendoim Quente | Almoço: Bacalhau com Batata e Ovo | Lanche: Nachos com Carne e Guacamole | Janta: Wrap de Kebab de Carne | Lanche: Sanduíche de Pasta de Amendoim Quente,2470.9,136.0,221.8,119.8
mp_009,Manutenção - 2500 kcal,omnivore,6,2,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Sanduíche de Pasta de Amendoim Quente | Almoço: Bacalhau com Batata e Ovo | Lanche: Nachos com Carne e Guacamole | Janta: Wrap de Kebab de Carne | Lanche: Sanduíche de Pasta de Amendoim Quente,2470.9,136.0,221.8,119.8
mp_009,Manutenção - 2500 kcal,omnivore,6,3,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Sanduíche de Pasta de Amendoim Quente | Almoço: Bacalhau com Batata e Ovo | Lanche: Nachos com Carne e Guacamole | Janta: Wrap de Kebab de Carne | Lanche: Sanduíche de Pasta de Amendoim Quente,2470.9,136.0,221.8,119.8
mp_009,Manutenção - 2500 kcal,omnivore,6,4,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Sanduíche de Pasta de Amendoim Quente | Almoço: Bacalhau com Batata e Ovo | Lanche: Nachos com Carne e Guacamole | Janta: Wrap de Kebab de Carne | Lanche: Sanduíche de Pasta de Amendoim Quente,2470.9,136.0,221.8,119.8
mp_009,Manutenção - 2500 kcal,omnivore,6,5,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Sanduíche de Pasta de Amendoim Quente | Almoço: Bacalhau com Batata e Ovo | Lanche: Nachos com Carne e Guacamole | Janta: Wrap de Kebab de Carne | Lanche: Sanduíche de Pasta de Amendoim Quente,2470.9,136.0,221.8,119.8
mp_009,Manutenção - 2500 kcal,omnivore,6,6,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Sanduíche de Pasta de Amendoim Quente | Almoço: Bacalhau com Batata e Ovo | Lanche: Nachos com Carne e Guacamole | Janta: Wrap de Kebab de Carne | Lanche: Sanduíche de Pasta de Amendoim Quente,2470.9,136.0,221.8,119.8
mp_009,Manutenção - 2500 kcal,omnivore,6,7,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Sanduíche de Pasta de Amendoim Quente | Almoço: Bacalhau com Batata e Ovo | Lanche: Nachos com Carne e Guacamole | Janta: Wrap de Kebab de Carne | Lanche: Sanduíche de Pasta de Amendoim Quente,2470.9,136.0,221.8,119.8
mp_010,Manutenção - 2200 kcal,omnivore,4,1,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Almoço: Prato Feito Turbinado (Ovo e Fritas) | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Batata Frita com Queijo e Bacon,2200,86.1,249.3,98.6
mp_010,Manutenção - 2200 kcal,omnivore,4,2,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Almoço: Prato Feito Turbinado (Ovo e Fritas) | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Batata Frita com Queijo e Bacon,2200,86.1,249.3,98.6
mp_010,Manutenção - 2200 kcal,omnivore,4,3,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Almoço: Prato Feito Turbinado (Ovo e Fritas) | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Batata Frita com Queijo e Bacon,2200,86.1,249.3,98.6
mp_010,Manutenção - 2200 kcal,omnivore,4,4,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Almoço: Prato Feito Turbinado (Ovo e Fritas) | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Batata Frita com Queijo e Bacon,2200,86.1,249.3,98.6
mp_010,Manutenção - 2200 kcal,omnivore,4,5,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Almoço: Prato Feito Turbinado (Ovo e Fritas) | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Batata Frita com Queijo e Bacon,2200,86.1,249.3,98.6
mp_010,Manutenção - 2200 kcal,omnivore,4,6,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Almoço: Prato Feito Turbinado (Ovo e Fritas) | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Batata Frita com Queijo e Bacon,2200,86.1,249.3,98.6
mp_010,Manutenção - 2200 kcal,omnivore,4,7,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Almoço: Prato Feito Turbinado (Ovo e Fritas) | Janta: Escondidinho Vegano de Grão-de-Bico | Lanche: Batata Frita com Queijo e Bacon,2200,86.1,249.3,98.6
mp_011,Hipertrofia - 2500 kcal,omnivore,5,1,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Batido Hipercalórico (Mass Gainer Caseiro) | Almoço: Wrap Integral de Falafel | Lanche: Batido Hipercalórico (Mass Gainer Caseiro) | Janta: Wrap de Kebab de Carne,2317,131.1,266.3,80.0
mp_011,Hipertrofia - 2500 kcal,omnivore,5,2,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Batido Hipercalórico (Mass Gainer Caseiro) | Almoço: Wrap Integral de Falafel | Lanche: Batido Hipercalórico (Mass Gainer Caseiro) | Janta: Wrap de Kebab de Carne,2317,131.1,266.3,80.0
mp_011,Hipertrofia - 2500 kcal,omnivore,5,3,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Batido Hipercalórico (Mass Gainer Caseiro) | Almoço: Wrap Integral de Falafel | Lanche: Batido Hipercalórico (Mass Gainer Caseiro) | Janta: Wrap de Kebab de Carne,2317,131.1,266.3,80.0
mp_011,Hipertrofia - 2500 kcal,omnivore,5,4,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Batido Hipercalórico (Mass Gainer Caseiro) | Almoço: Wrap Integral de Falafel | Lanche: Batido Hipercalórico (Mass Gainer Caseiro) | Janta: Wrap de Kebab de Carne,2317,131.1,266.3,80.0
mp_011,Hipertrofia - 2500 kcal,omnivore,5,5,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Batido Hipercalórico (Mass Gainer Caseiro) | Almoço: Wrap Integral de Falafel | Lanche: Batido Hipercalórico (Mass Gainer Caseiro) | Janta: Wrap de Kebab de Carne,2317,131.1,266.3,80.0
mp_011,Hipertrofia - 2500 kcal,omnivore,5,6,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Batido Hipercalórico (Mass Gainer Caseiro) | Almoço: Wrap Integral de Falafel | Lanche: Batido Hipercalórico (Mass Gainer Caseiro) | Janta: Wrap de Kebab de Carne,2317,131.1,266.3,80.0
mp_011,Hipertrofia - 2500 kcal,omnivore,5,7,Café da manhã: Pão Integral com Pasta de Amendoim e Geleia | Lanche: Batido Hipercalórico (Mass Gainer Caseiro) | Almoço: Wrap Integral de Falafel | Lanche: Batido Hipercalórico (Mass Gainer Caseiro) | Janta: Wrap de Kebab de Carne,2317,131.1,266.3,80.0
mp_012,Emagrecimento - 1200 kcal,vegetarian,6,1,Café da manhã: Crepioca de Ricota | Lanche: Chá Verde Gelado com Limão e Gengibre | Almoço: Sanduíche de Ovo Cozido | Lanche: Pudim de Chia de Cacau | Janta: Sopa Creme de Ervilha | Lanche: Milkshake de Cacau e Aveia (Vegan),1085,46.5,127.5,41.5
mp_012,Emagrecimento - 1200 kcal,vegetarian,6,2,Café da manhã: Crepioca de Ricota | Lanche: Chá Verde Gelado com Limão e Gengibre | Almoço: Sanduíche de Ovo Cozido | Lanche: Pudim de Chia de Cacau | Janta: Sopa Creme de Ervilha | Lanche: Milkshake de Cacau e Aveia (Vegan),1085,46.5,127.5,41.5
mp_012,Emagrecimento - 1200 kcal,vegetarian,6,3,Café da manhã: Crepioca de Ricota | Lanche: Chá Verde Gelado com Limão e Gengibre | Almoço: Sanduíche de Ovo Cozido | Lanche: Pudim de Chia de Cacau | Janta: Sopa Creme de Ervilha | Lanche: Milkshake de Cacau e Aveia (Vegan),1085,46.5,127.5,41.5
mp_012,Emagrecimento - 1200 kcal,vegetarian,6,4,Café da manhã: Crepioca de Ricota | Lanche: Chá Verde Gelado com Limão e Gengibre | Almoço: Sanduíche de Ovo Cozido | Lanche: Pudim de Chia de Cacau | Janta: Sopa Creme de Ervilha | Lanche: Milkshake de Cacau e Aveia (Vegan),1085,46.5,127.5,41.5
mp_012,Emagrecimento - 1200 kcal,vegetarian,6,5,Café da manhã: Crepioca de Ricota | Lanche: Chá Verde Gelado com Limão e Gengibre | Almoço: Sanduíche de Ovo Cozido | Lanche: Pudim de Chia de Cacau | Janta: Sopa Creme de Ervilha | Lanche: Milkshake de Cacau e Aveia (Vegan),1085,46.5,127.5,41.5
