exercise_id,exercise_nome,condition_slug,condition_nome_ptbr,tipo,source
ex_012,Thruster (agachamento com push press),heart_condition,Condição Cardíaca ,caution,confirmed
ex_012,Thruster (agachamento com push press),high_blood_pressure,Hipertensão ,caution,confirmed
ex_012,Thruster (agachamento com push press),joint_problems_severe,Problemas Articulares Graves,caution,ai_suggested
ex_012,Thruster (agachamento com push press),knee_pain,Joelho,caution,confirmed
ex_012,Thruster (agachamento com push press),lumbar_hernia,Lombar,caution,confirmed
ex_012,Thruster (agachamento com push press),lumbar_pain,Lombar,caution,ai_suggested
ex_012,Thruster (agachamento com push press),neck_pain,Pescoço,caution,ai_suggested
ex_012,Thruster (agachamento com push press),obesity,Obesidade ,caution,confirmed
ex_012,Thruster (agachamento com push press),pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_012,Thruster (agachamento com push press),pregnancy,Gravidez,avoid,confirmed
ex_012,Thruster (agachamento com push press),pregnancy_postpartum,Pós-parto,caution,confirmed
ex_014,Front squat com barra olímpica,cervical_hernia,Hérnia Cervical,caution,confirmed
ex_014,Front squat com barra olímpica,joint_problems_severe,Problemas Articulares Graves,caution,ai_suggested
ex_014,Front squat com barra olímpica,knee_pain,Joelho,caution,ai_suggested
ex_014,Front squat com barra olímpica,lumbar_pain,Lombar,caution,ai_suggested
ex_014,Front squat com barra olímpica,pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_015,Box step-up com peso,ankle_pain,Tornozelo,caution,ai_suggested
ex_016,Agachamento búlgaro com halteres,asthma,Asma ,caution,confirmed
ex_016,Agachamento búlgaro com halteres,diabetes,Diabetes,caution,confirmed
ex_016,Agachamento búlgaro com halteres,heart_condition,Condição Cardíaca ,caution,confirmed
ex_016,Agachamento búlgaro com halteres,high_blood_pressure,Hipertensão ,caution,confirmed
ex_016,Agachamento búlgaro com halteres,knee_pain,Joelho,caution,confirmed
ex_016,Agachamento búlgaro com halteres,lumbar_hernia,Lombar,caution,confirmed
ex_016,Agachamento búlgaro com halteres,obesity,Obesidade ,caution,confirmed
ex_016,Agachamento búlgaro com halteres,pregnancy,Gravidez,avoid,confirmed
ex_016,Agachamento búlgaro com halteres,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_017,Agachamento búlgaro com barra,asthma,Asma ,caution,confirmed
ex_017,Agachamento búlgaro com barra,cervical_hernia,Hérnia Cervical,caution,confirmed
ex_017,Agachamento búlgaro com barra,diabetes,Diabetes,caution,confirmed
ex_017,Agachamento búlgaro com barra,heart_condition,Condição Cardíaca ,caution,confirmed
ex_017,Agachamento búlgaro com barra,high_blood_pressure,Hipertensão ,caution,confirmed
ex_017,Agachamento búlgaro com barra,joint_problems_severe,Problemas Articulares Graves,caution,ai_suggested
ex_017,Agachamento búlgaro com barra,knee_pain,Joelho,caution,confirmed
ex_017,Agachamento búlgaro com barra,lumbar_hernia,Lombar,caution,confirmed
ex_017,Agachamento búlgaro com barra,lumbar_pain,Lombar,caution,ai_suggested
ex_017,Agachamento búlgaro com barra,obesity,Obesidade ,caution,confirmed
ex_017,Agachamento búlgaro com barra,pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_017,Agachamento búlgaro com barra,pregnancy,Gravidez,avoid,confirmed
ex_017,Agachamento búlgaro com barra,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_018,Agachamento isométrico (cadeirinha),asthma,Asma ,caution,confirmed
ex_018,Agachamento isométrico (cadeirinha),diabetes,Diabetes,caution,confirmed
ex_018,Agachamento isométrico (cadeirinha),heart_condition,Condição Cardíaca ,caution,confirmed
ex_018,Agachamento isométrico (cadeirinha),high_blood_pressure,Hipertensão ,caution,confirmed
ex_018,Agachamento isométrico (cadeirinha),knee_pain,Joelho,caution,confirmed
ex_018,Agachamento isométrico (cadeirinha),lumbar_hernia,Lombar,caution,confirmed
ex_018,Agachamento isométrico (cadeirinha),obesity,Obesidade ,caution,confirmed
ex_018,Agachamento isométrico (cadeirinha),pregnancy,Gravidez,avoid,confirmed
ex_018,Agachamento isométrico (cadeirinha),pregnancy_postpartum,Pós-parto,caution,confirmed
ex_019,Cossack squat,groin_pain,Dor na Virilha,caution,ai_suggested
ex_019,Cossack squat,joint_problems_severe,Problemas Articulares Graves,caution,ai_suggested
ex_019,Cossack squat,knee_pain,Joelho,caution,ai_suggested
ex_020,Agachamento búlgaro,asthma,Asma ,caution,confirmed
ex_020,Agachamento búlgaro,diabetes,Diabetes,caution,confirmed
ex_020,Agachamento búlgaro,heart_condition,Condição Cardíaca ,caution,confirmed
ex_020,Agachamento búlgaro,high_blood_pressure,Hipertensão ,caution,confirmed
ex_020,Agachamento búlgaro,knee_pain,Joelho,caution,confirmed
ex_020,Agachamento búlgaro,lumbar_hernia,Lombar,caution,confirmed
ex_020,Agachamento búlgaro,obesity,Obesidade ,caution,confirmed
ex_020,Agachamento búlgaro,pregnancy,Gravidez,avoid,confirmed
ex_020,Agachamento búlgaro,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_021,Agachamento com salto (Jump Squat),ankle_pain,Tornozelo,caution,ai_suggested
ex_021,Agachamento com salto (Jump Squat),asthma,Asma ,caution,confirmed
ex_021,Agachamento com salto (Jump Squat),diabetes,Diabetes,caution,confirmed
ex_021,Agachamento com salto (Jump Squat),heart_condition,Condição Cardíaca ,caution,confirmed
ex_021,Agachamento com salto (Jump Squat),high_blood_pressure,Hipertensão ,caution,confirmed
ex_021,Agachamento com salto (Jump Squat),joint_problems_severe,Problemas Articulares Graves,caution,ai_suggested
ex_021,Agachamento com salto (Jump Squat),knee_pain,Joelho,caution,confirmed
ex_021,Agachamento com salto (Jump Squat),lumbar_hernia,Lombar,caution,confirmed
ex_021,Agachamento com salto (Jump Squat),obesity,Obesidade ,caution,confirmed
ex_021,Agachamento com salto (Jump Squat),pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_021,Agachamento com salto (Jump Squat),pregnancy,Gravidez,avoid,confirmed
ex_021,Agachamento com salto (Jump Squat),pregnancy_postpartum,Pós-parto,caution,confirmed
ex_022,Wall Sit (agachamento isométrico na parede),asthma,Asma ,caution,confirmed
ex_022,Wall Sit (agachamento isométrico na parede),diabetes,Diabetes,caution,confirmed
ex_022,Wall Sit (agachamento isométrico na parede),heart_condition,Condição Cardíaca ,caution,confirmed
ex_022,Wall Sit (agachamento isométrico na parede),high_blood_pressure,Hipertensão ,caution,confirmed
ex_022,Wall Sit (agachamento isométrico na parede),knee_pain,Joelho,caution,confirmed
ex_022,Wall Sit (agachamento isométrico na parede),lumbar_hernia,Lombar,caution,confirmed
ex_022,Wall Sit (agachamento isométrico na parede),obesity,Obesidade ,caution,confirmed
ex_022,Wall Sit (agachamento isométrico na parede),pregnancy,Gravidez,avoid,confirmed
ex_022,Wall Sit (agachamento isométrico na parede),pregnancy_postpartum,Pós-parto,caution,confirmed
ex_023,Step-up no degrau,ankle_pain,Tornozelo,caution,ai_suggested
ex_024,lunge Passada,asthma,Asma ,caution,confirmed
ex_024,lunge Passada,diabetes,Diabetes,caution,confirmed
ex_024,lunge Passada,heart_condition,Condição Cardíaca ,caution,confirmed
ex_024,lunge Passada,high_blood_pressure,Hipertensão ,caution,confirmed
ex_024,lunge Passada,knee_pain,Joelho,caution,confirmed
ex_024,lunge Passada,lumbar_hernia,Lombar,caution,confirmed
ex_024,lunge Passada,obesity,Obesidade ,caution,confirmed
ex_024,lunge Passada,pregnancy,Gravidez,avoid,confirmed
ex_024,lunge Passada,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_025,Agachamento com elástico (miniband),asthma,Asma ,caution,confirmed
ex_025,Agachamento com elástico (miniband),diabetes,Diabetes,caution,confirmed
ex_025,Agachamento com elástico (miniband),heart_condition,Condição Cardíaca ,caution,confirmed
ex_025,Agachamento com elástico (miniband),high_blood_pressure,Hipertensão ,caution,confirmed
ex_025,Agachamento com elástico (miniband),knee_pain,Joelho,caution,confirmed
ex_025,Agachamento com elástico (miniband),lumbar_hernia,Lombar,caution,confirmed
ex_025,Agachamento com elástico (miniband),obesity,Obesidade ,caution,confirmed
ex_025,Agachamento com elástico (miniband),pregnancy,Gravidez,avoid,confirmed
ex_025,Agachamento com elástico (miniband),pregnancy_postpartum,Pós-parto,caution,confirmed
ex_026,Avanço com halteres,asthma,Asma ,caution,confirmed
ex_026,Avanço com halteres,diabetes,Diabetes,caution,confirmed
ex_026,Avanço com halteres,heart_condition,Condição Cardíaca ,caution,confirmed
ex_026,Avanço com halteres,high_blood_pressure,Hipertensão ,caution,confirmed
ex_026,Avanço com halteres,knee_pain,Joelho,caution,confirmed
ex_026,Avanço com halteres,lumbar_hernia,Lombar,caution,confirmed
ex_026,Avanço com halteres,obesity,Obesidade ,caution,confirmed
ex_026,Avanço com halteres,pregnancy,Gravidez,avoid,confirmed
ex_026,Avanço com halteres,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_029,Hack Squat,knee_pain,Joelho,caution,ai_suggested
ex_030,Agachamento frontal com halteres,asthma,Asma ,caution,confirmed
ex_030,Agachamento frontal com halteres,cervical_hernia,Hérnia Cervical,caution,confirmed
ex_030,Agachamento frontal com halteres,diabetes,Diabetes,caution,confirmed
ex_030,Agachamento frontal com halteres,heart_condition,Condição Cardíaca ,caution,confirmed
ex_030,Agachamento frontal com halteres,high_blood_pressure,Hipertensão ,caution,confirmed
ex_030,Agachamento frontal com halteres,knee_pain,Joelho,caution,confirmed
ex_030,Agachamento frontal com halteres,lumbar_hernia,Lombar,caution,confirmed
ex_030,Agachamento frontal com halteres,obesity,Obesidade ,caution,confirmed
ex_030,Agachamento frontal com halteres,pregnancy,Gravidez,avoid,confirmed
ex_030,Agachamento frontal com halteres,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_031,Avanço com step  no Smith Machine,asthma,Asma ,caution,confirmed
ex_031,Avanço com step  no Smith Machine,diabetes,Diabetes,caution,confirmed
ex_031,Avanço com step  no Smith Machine,heart_condition,Condição Cardíaca ,caution,confirmed
ex_031,Avanço com step  no Smith Machine,high_blood_pressure,Hipertensão ,caution,confirmed
ex_031,Avanço com step  no Smith Machine,knee_pain,Joelho,caution,confirmed
ex_031,Avanço com step  no Smith Machine,lumbar_hernia,Lombar,caution,confirmed
ex_031,Avanço com step  no Smith Machine,obesity,Obesidade ,caution,confirmed
ex_031,Avanço com step  no Smith Machine,pregnancy,Gravidez,avoid,confirmed
ex_031,Avanço com step  no Smith Machine,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_032,Passada lateral em posição de agachamento,asthma,Asma ,caution,confirmed
ex_032,Passada lateral em posição de agachamento,diabetes,Diabetes,caution,confirmed
ex_032,Passada lateral em posição de agachamento,groin_pain,Dor na Virilha,caution,ai_suggested
ex_032,Passada lateral em posição de agachamento,heart_condition,Condição Cardíaca ,caution,confirmed
ex_032,Passada lateral em posição de agachamento,high_blood_pressure,Hipertensão ,caution,confirmed
ex_032,Passada lateral em posição de agachamento,knee_pain,Joelho,caution,confirmed
ex_032,Passada lateral em posição de agachamento,lumbar_hernia,Lombar,caution,confirmed
ex_032,Passada lateral em posição de agachamento,obesity,Obesidade ,caution,confirmed
ex_032,Passada lateral em posição de agachamento,pregnancy,Gravidez,avoid,confirmed
ex_032,Passada lateral em posição de agachamento,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_033,Back Squat,joint_problems_severe,Problemas Articulares Graves,caution,ai_suggested
ex_033,Back Squat,knee_pain,Joelho,caution,ai_suggested
ex_033,Back Squat,lumbar_pain,Lombar,caution,ai_suggested
ex_033,Back Squat,pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_034,Box Squat (peso corporal),knee_pain,Joelho,caution,ai_suggested
ex_035,Box Squat com halteres,knee_pain,Joelho,caution,ai_suggested
ex_036,Box Squat com barra,cervical_hernia,Hérnia Cervical,caution,confirmed
ex_036,Box Squat com barra,joint_problems_severe,Problemas Articulares Graves,caution,ai_suggested
ex_036,Box Squat com barra,knee_pain,Joelho,caution,ai_suggested
ex_036,Box Squat com barra,lumbar_pain,Lombar,caution,ai_suggested
ex_036,Box Squat com barra,pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_037,Box Squat com elástico,knee_pain,Joelho,caution,ai_suggested
ex_038,Box Squat Unilateral (peso corporal),knee_pain,Joelho,caution,ai_suggested
ex_039,Box Squat Unilateral com halteres,knee_pain,Joelho,caution,ai_suggested
ex_040,Passada lateral em posição de agachamento com mini band,asthma,Asma ,caution,confirmed
ex_040,Passada lateral em posição de agachamento com mini band,cervical_hernia,Hérnia Cervical,caution,confirmed
ex_040,Passada lateral em posição de agachamento com mini band,diabetes,Diabetes,caution,confirmed
ex_040,Passada lateral em posição de agachamento com mini band,groin_pain,Dor na Virilha,caution,ai_suggested
ex_040,Passada lateral em posição de agachamento com mini band,heart_condition,Condição Cardíaca ,caution,confirmed
ex_040,Passada lateral em posição de agachamento com mini band,high_blood_pressure,Hipertensão ,caution,confirmed
ex_040,Passada lateral em posição de agachamento com mini band,knee_pain,Joelho,caution,confirmed
ex_040,Passada lateral em posição de agachamento com mini band,lumbar_hernia,Lombar,caution,confirmed
ex_040,Passada lateral em posição de agachamento com mini band,obesity,Obesidade ,caution,confirmed
ex_040,Passada lateral em posição de agachamento com mini band,pregnancy,Gravidez,avoid,confirmed
ex_040,Passada lateral em posição de agachamento com mini band,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_041,Thruster com barra,asthma,Asma ,caution,confirmed
ex_041,Thruster com barra,cervical_hernia,Hérnia Cervical,caution,confirmed
ex_041,Thruster com barra,diabetes,Diabetes,caution,confirmed
ex_041,Thruster com barra,heart_condition,Condição Cardíaca ,caution,confirmed
ex_041,Thruster com barra,high_blood_pressure,Hipertensão ,caution,confirmed
ex_041,Thruster com barra,knee_pain,Joelho,caution,confirmed
ex_041,Thruster com barra,lumbar_hernia,Lombar,caution,confirmed
ex_041,Thruster com barra,neck_pain,Pescoço,caution,ai_suggested
ex_041,Thruster com barra,obesity,Obesidade ,caution,confirmed
ex_041,Thruster com barra,pregnancy,Gravidez,avoid,confirmed
ex_041,Thruster com barra,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_042,Agachamento unilateral,asthma,Asma ,caution,confirmed
ex_042,Agachamento unilateral,cervical_hernia,Hérnia Cervical,caution,confirmed
ex_042,Agachamento unilateral,diabetes,Diabetes,caution,confirmed
ex_042,Agachamento unilateral,heart_condition,Condição Cardíaca ,caution,confirmed
ex_042,Agachamento unilateral,high_blood_pressure,Hipertensão ,caution,confirmed
ex_042,Agachamento unilateral,knee_pain,Joelho,caution,confirmed
ex_042,Agachamento unilateral,lumbar_hernia,Lombar,caution,confirmed
ex_042,Agachamento unilateral,obesity,Obesidade ,caution,confirmed
ex_042,Agachamento unilateral,pregnancy,Gravidez,avoid,confirmed
ex_042,Agachamento unilateral,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_043,Jump Lunge,ankle_pain,Tornozelo,caution,ai_suggested
ex_043,Jump Lunge,asthma,Asma ,caution,confirmed
ex_043,Jump Lunge,cervical_hernia,Hérnia Cervical,caution,confirmed
ex_043,Jump Lunge,diabetes,Diabetes,caution,confirmed
ex_043,Jump Lunge,heart_condition,Condição Cardíaca ,caution,confirmed
ex_043,Jump Lunge,high_blood_pressure,Hipertensão ,caution,confirmed
ex_043,Jump Lunge,joint_problems_severe,Problemas Articulares Graves,caution,ai_suggested
ex_043,Jump Lunge,knee_pain,Joelho,caution,confirmed
ex_043,Jump Lunge,lumbar_hernia,Lombar,caution,confirmed
ex_043,Jump Lunge,obesity,Obesidade ,caution,confirmed
ex_043,Jump Lunge,pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_043,Jump Lunge,pregnancy,Gravidez,avoid,confirmed
ex_043,Jump Lunge,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_044,Ponte de glúteos,asthma,Asma ,caution,confirmed
ex_044,Ponte de glúteos,diabetes,Diabetes,caution,confirmed
ex_044,Ponte de glúteos,heart_condition,Condição Cardíaca ,caution,confirmed
ex_044,Ponte de glúteos,high_blood_pressure,Hipertensão ,caution,confirmed
ex_044,Ponte de glúteos,knee_pain,Joelho,caution,confirmed
ex_044,Ponte de glúteos,lumbar_hernia,Lombar,caution,confirmed
ex_044,Ponte de glúteos,obesity,Obesidade ,caution,confirmed
ex_044,Ponte de glúteos,pregnancy,Gravidez,avoid,confirmed
ex_044,Ponte de glúteos,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_045,Agachamento livre,asthma,Asma ,caution,confirmed
ex_045,Agachamento livre,diabetes,Diabetes,caution,confirmed
ex_045,Agachamento livre,heart_condition,Condição Cardíaca ,caution,confirmed
ex_045,Agachamento livre,high_blood_pressure,Hipertensão ,caution,confirmed
ex_045,Agachamento livre,knee_pain,Joelho,caution,confirmed
ex_045,Agachamento livre,lumbar_hernia,Lombar,caution,confirmed
ex_045,Agachamento livre,obesity,Obesidade ,caution,confirmed
ex_045,Agachamento livre,pregnancy,Gravidez,avoid,confirmed
ex_045,Agachamento livre,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_046,Avanço (afundo),asthma,Asma ,caution,confirmed
ex_046,Avanço (afundo),diabetes,Diabetes,caution,confirmed
ex_046,Avanço (afundo),heart_condition,Condição Cardíaca ,caution,confirmed
ex_046,Avanço (afundo),high_blood_pressure,Hipertensão ,caution,confirmed
ex_046,Avanço (afundo),knee_pain,Joelho,caution,confirmed
ex_046,Avanço (afundo),lumbar_hernia,Lombar,caution,confirmed
ex_046,Avanço (afundo),obesity,Obesidade ,caution,confirmed
ex_046,Avanço (afundo),pregnancy,Gravidez,avoid,confirmed
ex_046,Avanço (afundo),pregnancy_postpartum,Pós-parto,caution,confirmed
ex_047,Abdução de quadril deitada com mini band,groin_pain,Dor na Virilha,caution,ai_suggested
ex_048,Avanço com halteres,asthma,Asma ,caution,confirmed
ex_048,Avanço com halteres,diabetes,Diabetes,caution,confirmed
ex_048,Avanço com halteres,heart_condition,Condição Cardíaca ,caution,confirmed
ex_048,Avanço com halteres,high_blood_pressure,Hipertensão ,caution,confirmed
ex_048,Avanço com halteres,knee_pain,Joelho,caution,confirmed
ex_048,Avanço com halteres,lumbar_hernia,Lombar,caution,confirmed
ex_048,Avanço com halteres,obesity,Obesidade ,caution,confirmed
ex_048,Avanço com halteres,pregnancy,Gravidez,avoid,confirmed
ex_048,Avanço com halteres,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_051,Agachamento com barra,asthma,Asma ,caution,confirmed
ex_051,Agachamento com barra,cervical_hernia,Hérnia Cervical,caution,confirmed
ex_051,Agachamento com barra,diabetes,Diabetes,caution,confirmed
ex_051,Agachamento com barra,heart_condition,Condição Cardíaca ,caution,confirmed
ex_051,Agachamento com barra,high_blood_pressure,Hipertensão ,caution,confirmed
ex_051,Agachamento com barra,joint_problems_severe,Problemas Articulares Graves,caution,ai_suggested
ex_051,Agachamento com barra,knee_pain,Joelho,caution,confirmed
ex_051,Agachamento com barra,lumbar_hernia,Lombar,caution,confirmed
ex_051,Agachamento com barra,lumbar_pain,Lombar,caution,ai_suggested
ex_051,Agachamento com barra,obesity,Obesidade ,caution,confirmed
ex_051,Agachamento com barra,pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_051,Agachamento com barra,pregnancy,Gravidez,avoid,confirmed
ex_051,Agachamento com barra,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_052,Levantamento terra,asthma,Asma ,caution,confirmed
ex_052,Levantamento terra,diabetes,Diabetes,caution,confirmed
ex_052,Levantamento terra,hamstring_injury,Lesão no Isquiotibial,caution,ai_suggested
ex_052,Levantamento terra,heart_condition,Condição Cardíaca ,caution,confirmed
ex_052,Levantamento terra,high_blood_pressure,Hipertensão ,caution,confirmed
ex_052,Levantamento terra,joint_problems_severe,Problemas Articulares Graves,caution,ai_suggested
ex_052,Levantamento terra,knee_pain,Joelho,caution,confirmed
ex_052,Levantamento terra,lumbar_hernia,Lombar,caution,confirmed
ex_052,Levantamento terra,lumbar_pain,Lombar,caution,ai_suggested
ex_052,Levantamento terra,obesity,Obesidade ,caution,confirmed
ex_052,Levantamento terra,pelvic_floor_issues,Problemas no Assoalho Pélvico,caution,ai_suggested
ex_052,Levantamento terra,pregnancy,Gravidez,avoid,confirmed
ex_052,Levantamento terra,pregnancy_postpartum,Pós-parto,caution,confirmed
ex_053,Avanço unilateral Smith,asthma,Asma ,caution,confirmed
ex_053,Avanço unilateral Smith,diabetes,Diabetes,caution,confirmed
ex_053,Avanço unilateral Smith,heart_condition,Condição Cardíaca ,caution,confirmed
ex_053,Avanço unilateral Smith,high_blood_pressure,Hipertensão ,caution,confirmed
ex_053,Avanço unilateral Smith,knee_pain,Joelho,caution,confirmed
